"name","party","storkreds","lokalkreds","ran.last.election","age","sex","title","location","pers.votes","UDDANNELSE__Efter folkeskolereformen får eleverne for lange skoledage","FOREBYGGELSE__Afgiften på cigaretter skal sættes op","SUNDHED__Et besøg hos den praktiserende læge skal koste eksempelvis 100 kr.","VELFÆRD__Mere af ældreplejen skal udliciteres til private virksomheder","ARBEJDSMARKED__Man skal hurtigere kunne genoptjene retten til dagpenge","ARBEJDSMARKED__Virksomheder skal kunne drages til ansvar for, om deres udenlandske underleverandører i Danmark overholder danske regler om løn, moms og skat","ØKONOMI__Vækst i den offentlige sektor er vigtigere end skattelettelser","TRAFIK__Investeringer i kollektiv trafik skal prioriteres højere end investeringer til fordel for privatbilisme","RET__Straffen for grov vold og voldtægt skal skærpes","SOCIAL__Kontanthjælpen skal sænkes, så den økonomiske gevinst ved at arbejde bliver større","INTEGRATION__Offentlige institutioner i Danmark tager for mange hensyn til religiøse minoriteter","EU__EU bestemmer for meget i forhold til dansk lov","UDVIKLING__Ulandsbistanden skal sænkes","KULTUR__Den offentlige kulturstøtte skal sænkes"
"Else Merete Knoop","venstre","Bornholms "," Storkredskandidat"," Ja ",61," Kvinde "," Overlærer "," 3700 Rønne",113,"Delvist enig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig"
"Peter Juel Jensen","venstre","Bornholms "," Rønne"," Ja ",49," Mand "," Viceskoleinspektør "," 3700 Rønne",3676,"Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig"
"Morten Riis","enhedslisten","Bornholms "," Rønne, Aakirkeby"," Ja ",38," Mand "," Cand. mag. "," 3760 Gudhjem",570,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig"
"Bo Haxthausen","enhedslisten","Bornholms "," Rønne, Aakirkeby"," Nej ",58," Mand "," Chauffør "," 3782 Klemensker",143,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig"
"Anne Thomas","alternativet","Bornholms "," Ukendt"," Nej ",46," Kvinde "," Selvstændig "," 3720 Aakirkeby",591,"Helt enig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Kasper Roug","socialdemokraterne","Sjællands "," Lolland"," Nej ",36," Mand "," Lektor "," 4930 Maribo",4257,"Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Tom Block","socialdemokraterne","Sjællands "," Slagelse"," Nej ",38," Mand "," Overkonstabel "," 4200 Slagelse",2822,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Delvist uenig"
"Lennart Damsbo-Andersen","socialdemokraterne","Sjællands "," Guldborgsund"," Ja ",59," Mand "," Tømrer "," 4892 Kettinge",5902,"Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig"
"Kåre Dybvad","socialdemokraterne","Sjællands "," Holbæk"," Ja ",31," Mand "," Projektchef ","  København K",4121,"Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Mette Gjerskov","socialdemokraterne","Sjællands "," Roskilde"," Ja ",49," Kvinde "," Fhv. minister "," 4000 Roskilde",3935,"Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Helt enig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Jeannie Thorving Hansen","socialdemokraterne","Sjællands "," Faxe"," Ja ",50," Kvinde "," BA.polit. "," 4690 Haslev",825,"Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Magnus Heunicke","socialdemokraterne","Sjællands "," Næstved"," Ja ",40," Mand "," Transportminister "," 4700 Næstved",17864,"Delvist enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Ole Hækkerup","socialdemokraterne","Sjællands "," Ringsted"," Ja ",44," Mand "," BA.scient.pol. "," 2791 Dragør",3561,"Helt uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt uenig","Delvist uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig"
"Astrid Krag","socialdemokraterne","Sjællands "," Greve"," Ja ",32," Kvinde "," Fhv. minister "," 2300 København S",14898,"Delvist uenig","Delvist enig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Rasmus Horn Langhoff","socialdemokraterne","Sjællands "," Kalundborg"," Ja ",35," Mand "," Historiker "," 2300 København S",5917,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Henrik Sass Larsen","socialdemokraterne","Sjællands "," Køge"," Ja ",49," Mand "," Erhvervs- og vækstminister ","  København K",7201,"Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Pernille Rosenkrantz-Theil","socialdemokraterne","Sjællands "," Vordingborg"," Ja ",38," Kvinde "," Ledelseskonsulent ","  Frederiksberg",12071,"Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Helt uenig","Delvist uenig"
"Henriette Bødevadt","radikale venstre","Sjællands "," Lolland, Guldborgsund"," Nej ",47," Kvinde "," Nattevagt "," 4895 Errindlev",302,"Delvist uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig"
"Troels Brandt","radikale venstre","Sjællands "," Slagelse"," Nej ",48," Mand "," Forstander "," 4200 Slagelse",310,"Helt uenig","Delvist enig","Helt uenig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Jan Heidebo","radikale venstre","Sjællands "," Vordingborg, Ringsted"," Ja ",55," Mand "," Instruktør "," 4174 Jystrup Midtsj",480,"Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig"
"Sean Littlewood","radikale venstre","Sjællands "," Faxe"," Nej ",52," Mand "," Lærer "," 4640 Faxe",187,"Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Rasmus Helveg Petersen","radikale venstre","Sjællands "," Køge, Holbæk"," Ja ",47," Mand "," Klima-, energi og bygningsminister "," 2450 København NV",2151,"Delvist uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Delvist enig","Delvist uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Zenia Stampe","radikale venstre","Sjællands "," Næstved, Roskilde"," Ja ",36," Kvinde "," Cand.scient.pol. "," Ukendt",4564,"Delvist uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Jeppe Trolle","radikale venstre","Sjællands "," Greve"," Ja ",46," Mand "," Underviser "," 4000 Roskilde",348,"Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig"
"Emrah Tuncer","radikale venstre","Sjællands "," Kalundborg"," Nej ",37," Mand "," Forstander "," 4300 Holbæk",1095,"Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Helt enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Marie Louise L. M. Friderichsen","det konservative folkeparti","Sjællands "," Lolland, Næstved"," Nej ",46," Kvinde "," Selvstændig "," 4900 Nakskov",1405,"Helt enig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Delvist uenig"
"Anette Brix Andreasen","det konservative folkeparti","Sjællands "," Vordingborg"," Nej ",52," Kvinde "," Politiassistent "," 4684 Holmegaard",586,"Delvist enig","Delvist enig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt uenig","Delvist enig","Delvist uenig","Delvist uenig"
"Brigitte Klintskov Jerkel","det konservative folkeparti","Sjællands "," Greve"," Ja ",46," Kvinde "," Socialrådgiver "," 2670 Greve",1236,"Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt enig","Delvist enig"
"Rune Kristensen","det konservative folkeparti","Sjællands "," Guldborgsund, Slagelse"," Ja ",33," Mand "," cand.scient.pol. "," 1151 København K",567,"Helt enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Mikkel Lundemann","det konservative folkeparti","Sjællands "," Faxe"," Ja ",26," Mand "," Studerende "," 4660 Store Heddinge",447,"Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig"
"Brian Mikkelsen","det konservative folkeparti","Sjællands "," Holbæk, Kalundborg"," Ja ",49," Mand "," Fhv. minister "," 2900 Hellerup",4398,"Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Helt uenig"
"Christian Wedell-Neergård","det konservative folkeparti","Sjællands "," Køge, Roskilde"," Ja ",59," Mand "," Godsejer "," 4140 Borup",934,"Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt enig","Helt uenig"
"Flemming Stenild","socialistisk folkeparti","Sjællands "," Lolland"," Ja ",69," Mand "," Pensionist "," 4880 Nysted",607,"Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Tina Boel","socialistisk folkeparti","Sjællands "," Roskilde"," Nej ",55," Kvinde "," Centerleder "," 4000 Roskilde",1293,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Meta Fuglsang","socialistisk folkeparti","Sjællands "," Slagelse"," Ja ",55," Kvinde "," Konsulent "," 4760 Vordingborg",1079,"Delvist enig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Michael Gråkjær","socialistisk folkeparti","Sjællands "," Faxe"," Ja ",55," Mand "," Procesoperatør "," 4600 Køge",171,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Ulla Birk Johansen","socialistisk folkeparti","Sjællands "," Vordingborg"," Nej ",50," Kvinde "," Kredsnæstformand "," 4720 Præstø",465,"Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Annemette Schønberg Johnsen","socialistisk folkeparti","Sjællands "," Guldborgsund"," Nej ",56," Kvinde "," Bibliotekar "," 4800 Nykøbing F",304,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Hans Kristiansen","socialistisk folkeparti","Sjællands "," Greve"," Nej ",69," Mand "," Pensionist "," 2690 Karlslunde",131,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig"
"Trine Mach","socialistisk folkeparti","Sjællands "," Næstved"," Ja ",46," Kvinde "," Programleder "," 2200 København N",942,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Jacob Mark","socialistisk folkeparti","Sjællands "," Køge"," Nej ",24," Mand "," Studerende "," 4600 Køge",2948,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Ronja Rose Ravnskov","socialistisk folkeparti","Sjællands "," Ringsted"," Nej ",20," Kvinde "," Tjener "," 4180 Sorø",428,"Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Delvist enig"
"Bente Juul Röttig","socialistisk folkeparti","Sjællands "," Holbæk"," Nej ",65," Kvinde "," Socialrådgiver "," 4340 Tølløse",231,"Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Dorte Skovgård","socialistisk folkeparti","Sjællands "," Kalundborg"," Ja ",56," Kvinde "," Indvandrerlærer ","  København V",291,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig"
"Villum Christensen","liberal alliance","Sjællands "," Storkredskandidat, Slagelse"," Ja ",61," Mand "," Institutleder "," 4200 Slagelse",2451,"Helt enig","Helt uenig","Helt enig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist uenig","Helt enig","Delvist enig","Delvist enig"
"Knud Erik Damgård","liberal alliance","Sjællands "," Storkredskandidat"," Nej ",58," Mand "," Salgskonsulent "," 4000 Roskilde",293,"Helt enig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Delvist enig"
"Andreas Hastrup","liberal alliance","Sjællands "," Storkredskandidat"," Ja ",56," Mand "," cand.merc. "," 4180 Sorø",2144,"Delvist enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Delvist enig"
"Henrik Boye","liberal alliance","Sjællands "," Storkredskandidat"," Nej ",50," Mand "," Selvstændig "," 2680 Solrød Strand",825,"Helt enig","Delvist uenig","Helt enig","Helt enig","Helt uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Frederik Damgård","liberal alliance","Sjællands "," Storkredskandidat"," Nej ",52," Mand "," Projektleder "," 2690 Karlslunde",326,"Helt enig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig"
"Vibeke Hellmann","liberal alliance","Sjællands "," Storkredskandidat"," Ja ",70," Kvinde "," Selvstændig "," 4840 Nørre Alslev",377,"Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig"
"Rikke Jakobsen","liberal alliance","Sjællands "," Storkredskandidat"," Ja ",45," Kvinde "," Købmand "," 4220 Korsør",463,"Helt enig","Helt uenig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist uenig","Helt enig","Helt enig","Helt enig"
"Kisser Franciska Lehnert","liberal alliance","Sjællands "," Storkredskandidat"," Ja ",49," Kvinde "," Mentor "," 4100 Ringsted",659,"Helt enig","Helt uenig","Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig"
"Thomas Lunden","liberal alliance","Sjællands "," Storkredskandidat"," Nej ",48," Mand "," Selvstændig "," 4571 Grevinge",146,"Helt enig","Helt uenig","Helt enig","Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Mette Guldager Andersen","kristendemokraterne","Sjællands "," Slagelse"," Ja ",72," Kvinde "," Turistfører "," 4200 Slagelse",125,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Helt enig","Delvist enig","Helt uenig","Helt uenig"
"Jacob Hellwing","kristendemokraterne","Sjællands "," Vordingborg"," Nej ",21," Mand "," Værnepligtig "," 4760 Vordingborg",30,"Helt enig","Helt enig","Helt uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Egon Jakobsen","kristendemokraterne","Sjællands "," Næstved"," Ja ",67," Mand "," Socialpædagog, pensionist "," 4700 Næstved",141,"Helt enig","Delvist enig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig"
